name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Streptomyces koyangensis	188770	S	16	29	45	0.00010
Streptomyces phaeoluteigriseus	114686	S	15	12	27	0.00006
Streptomyces anulatus	1892	S	46	115	161	0.00036
Streptomyces cyaneofuscatus	66883	S	42	71	113	0.00025
Streptomyces graminofaciens	68212	S	20	12	32	0.00007
Streptomyces microflavus	1919	S	20	96	116	0.00026
Streptomyces griseus	1911	S	13	14	27	0.00006
Streptomyces venezuelae	54571	S	125	549	674	0.00152
Streptomyces hygroscopicus	1912	S	21	15	36	0.00008
Streptomyces rapamycinicus	1226757	S	18	0	18	0.00004
Streptomyces violaceusniger	68280	S	16	22	38	0.00009
Streptomyces yatensis	155177	S	10	17	27	0.00006
Streptomyces noursei	1971	S	63	47	110	0.00025
Streptomyces chartreusis	1969	S	50	76	126	0.00028
Streptomyces tsukubensis	83656	S	49	19	68	0.00015
Streptomyces europaeiscabiei	146819	S	49	0	49	0.00011
Streptomyces niveus	193462	S	47	28	75	0.00017
Streptomyces collinus	42684	S	46	55	101	0.00023
Streptomyces virginiae	1961	S	46	0	46	0.00010
Streptomyces griseorubiginosus	67304	S	42	33	75	0.00017
Streptomyces xanthophaeus	67385	S	39	32	71	0.00016
Streptomyces spectabilis	68270	S	38	26	64	0.00014
Streptomyces rimosus	1927	S	37	14	51	0.00011
Streptomyces antibioticus	1890	S	37	27	64	0.00014
Streptomyces buecherae	2763006	S	36	28	64	0.00014
Streptomyces tubbatahanensis	2923272	S	34	11	45	0.00010
Streptomyces olivoreticuli	68246	S	34	17	51	0.00011
Streptomyces formicae	1616117	S	33	25	58	0.00013
Streptomyces xinghaiensis	1038928	S	32	6	38	0.00009
Streptomyces paludis	2282738	S	32	12	44	0.00010
Streptomyces tubercidicus	47759	S	32	27	59	0.00013
Streptomyces profundus	2867410	S	31	10	41	0.00009
Streptomyces ferrugineus	1413221	S	31	26	57	0.00013
Streptomyces phaeochromogenes	1923	S	31	0	31	0.00007
Streptomyces decoyicus	249567	S	31	37	68	0.00015
Streptomyces zaomyceticus	68286	S	30	0	30	0.00007
Streptomyces acidiscabies	42234	S	30	0	30	0.00007
Streptomyces roseirectus	2768066	S	30	15	45	0.00010
Streptomyces lydicus	47763	S	30	55	85	0.00019
Streptomyces coeruleorubidus	116188	S	30	39	69	0.00016
Streptomyces nigra	1827580	S	28	23	51	0.00011
Streptomyces griseoviridis	45398	S	27	17	44	0.00010
Streptomyces celluloflavus	58344	S	26	0	26	0.00006
Streptomyces cyaneochromogenes	2496836	S	26	21	47	0.00011
Streptomyces hundungensis	1077946	S	26	12	38	0.00009
Streptomyces genisteinicus	2768068	S	26	13	39	0.00009
Streptomyces subrutilus	36818	S	26	16	42	0.00009
Streptomyces clavuligerus	1901	S	26	8	34	0.00008
Streptomyces lincolnensis	1915	S	26	27	53	0.00012
Streptomyces marincola	2878388	S	26	9	35	0.00008
Streptomyces ficellus	1977088	S	26	15	41	0.00009
Streptomyces bathyalis	2710756	S	25	6	31	0.00007
Streptomyces longwoodensis	68231	S	25	0	25	0.00006
Streptomyces caniferus	285557	S	25	0	25	0.00006
Streptomyces angustmyceticus	285578	S	25	19	44	0.00010
Streptomyces inhibens	2293571	S	25	15	40	0.00009
Streptomyces phytohabitans	1150371	S	24	0	24	0.00005
Streptomyces durmitorensis	319947	S	24	10	34	0.00008
Streptomyces chromofuscus	42881	S	24	20	44	0.00010
Streptomyces griseochromogenes	68214	S	23	14	37	0.00008
Streptomyces nojiriensis	66374	S	23	25	48	0.00011
Streptomyces iakyrus	68219	S	23	0	23	0.00005
Streptomyces argyrophyllae	2726118	S	23	23	46	0.00010
Streptomyces roseicoloratus	2508722	S	23	14	37	0.00008
Streptomyces lunaelactis	1535768	S	23	9	32	0.00007
Streptomyces pratensis	1169025	S	22	11	33	0.00007
Streptomyces seoulensis	73044	S	22	15	37	0.00008
Streptomyces incarnatus	665007	S	22	19	41	0.00009
Streptomyces roseochromogenus	285450	S	22	15	37	0.00008
Streptomyces fradiae	1906	S	22	85	107	0.00024
Streptomyces sclerotialus	1957	S	22	0	22	0.00005
Streptomyces kanamyceticus	1967	S	22	16	38	0.00009
Streptomyces uncialis	1048205	S	22	0	22	0.00005
Streptomyces scopuliridis	452529	S	21	0	21	0.00005
Streptomyces gilvosporeus	553510	S	21	10	31	0.00007
Streptomyces capitiformicae	2014920	S	21	12	33	0.00007
Streptomyces griseocarneus	51201	S	21	11	32	0.00007
Streptomyces dangxiongensis	1442032	S	21	16	37	0.00008
Streptomyces camelliae	3004093	S	21	28	49	0.00011
Streptomyces armeniacus	83291	S	20	6	26	0.00006
Streptomyces albus	1888	S	20	7	27	0.00006
Streptomyces clavifer	68188	S	20	0	20	0.00004
Streptomyces vietnamensis	362257	S	20	14	34	0.00008
Streptomyces asoensis	249586	S	20	14	34	0.00008
Streptomyces pristinaespiralis	38300	S	20	14	34	0.00008
Streptomyces cinnabarinus	67287	S	20	19	39	0.00009
Streptomyces cathayae	3031124	S	20	22	42	0.00009
Streptomyces fodineus	1904616	S	19	15	34	0.00008
Streptomyces xanthii	2768069	S	19	9	28	0.00006
Streptomyces fagopyri	2662397	S	19	14	33	0.00007
Streptomyces platensis	58346	S	19	31	50	0.00011
Streptomyces actuosus	1885	S	19	16	35	0.00008
Streptomyces calvus	67282	S	19	18	37	0.00008
Streptomyces aureoverticillatus	66871	S	19	11	30	0.00007
Streptomyces nigrescens	1920	S	19	44	63	0.00014
Streptomyces gardneri	66892	S	18	15	33	0.00007
Streptomyces durocortorensis	2811104	S	18	14	32	0.00007
Streptomyces luteoverticillatus	66425	S	18	8	26	0.00006
Streptomyces glaucescens	1907	S	18	15	33	0.00007
Streptomyces dengpaensis	2049881	S	18	10	28	0.00006
Streptomyces pluripotens	1355015	S	18	8	26	0.00006
Streptomyces cynarae	2981134	S	18	10	28	0.00006
Streptomyces pactum	68249	S	17	17	34	0.00008
Streptomyces erythrochromogenes	285574	S	17	0	17	0.00004
Streptomyces rectiverticillatus	173860	S	17	9	26	0.00006
Streptomyces atratus	1893	S	17	7	24	0.00005
Streptomyces aquilus	2548456	S	17	12	29	0.00007
Streptomyces flavofungini	68200	S	17	13	30	0.00007
Streptomyces nodosus	40318	S	16	8	24	0.00005
Streptomyces broussonetiae	2686304	S	16	12	28	0.00006
Streptomyces qinzhouensis	2599401	S	16	10	26	0.00006
Streptomyces brevispora	887462	S	16	0	16	0.00004
Streptomyces changanensis	2964669	S	16	14	30	0.00007
Streptomyces lavendulae	1914	S	16	10	26	0.00006
Streptomyces alboflavus	67267	S	16	11	27	0.00006
Streptomyces vilmorinianum	3051092	S	15	9	24	0.00005
Streptomyces alfalfae	1642299	S	15	9	24	0.00005
Streptomyces davaonensis	348043	S	15	14	29	0.00007
Streptomyces gobiensis	2875706	S	15	4	19	0.00004
Streptomyces liangshanensis	2717324	S	15	6	21	0.00005
Streptomyces tirandamycinicus	2174846	S	15	10	25	0.00006
Streptomyces yangpuensis	1648182	S	15	12	27	0.00006
Streptomyces ambofaciens	1889	S	15	24	39	0.00009
Streptomyces hirsutus	35620	S	15	0	15	0.00003
Streptomyces tanashiensis	67367	S	15	11	26	0.00006
Streptomyces tendae	1932	S	14	12	26	0.00006
Streptomyces murinus	33900	S	14	57	71	0.00016
Streptomyces vinaceus	1960	S	14	9	23	0.00005
Streptomyces phaeolivaceus	2653200	S	14	10	24	0.00005
Streptomyces melanogenes	67326	S	14	0	14	0.00003
Streptomyces prasinus	67345	S	14	11	25	0.00006
Streptomyces peucetius	1950	S	14	7	21	0.00005
Streptomyces netropsis	55404	S	13	0	13	0.00003
Streptomyces spongiicola	1690221	S	13	7	20	0.00004
Streptomyces sudanensis	436397	S	13	10	23	0.00005
Streptomyces cyaneogriseus	68192	S	13	21	34	0.00008
Streptomyces thermocarboxydus	59299	S	13	0	13	0.00003
Streptomyces mirabilis	68239	S	13	74	87	0.00020
Streptomyces avermitilis	33903	S	12	7	19	0.00004
Streptomyces leeuwenhoekii	1437453	S	12	17	29	0.00007
Streptomyces violaceus	1936	S	12	0	12	0.00003
Streptomyces katrae	68223	S	12	7	19	0.00004
Streptomyces finlayi	67296	S	11	4	15	0.00003
Streptomyces luteogriseus	68233	S	11	0	11	0.00002
Streptomyces halobius	2879846	S	11	4	15	0.00003
Streptomyces coelicoflavus	285562	S	11	0	11	0.00002
Streptomyces nitrosporeus	28894	S	11	5	16	0.00004
Streptomyces deccanensis	424188	S	11	12	23	0.00005
Streptomyces longhuiensis	2880933	S	11	4	15	0.00003
Streptomyces caniscabiei	2746961	S	11	21	32	0.00007
Streptomyces xiamenensis	408015	S	11	19	30	0.00007
Streptomyces mobaraensis	35621	S	10	8	18	0.00004
Streptomyces akebiae	2865673	S	10	10	20	0.00004
Streptomyces liliifuscus	2797636	S	10	5	15	0.00003
Kitasatospora sp. NBC_01300	2903574	S	26	0	26	0.00006
Kitasatospora sp. NBC_00315	2975963	S	26	0	26	0.00006
Kitasatospora sp. MMS16-BH015	2018025	S	25	11	36	0.00008
Kitasatospora sp. NA04385	2742135	S	20	27	47	0.00011
Kitasatospora sp. NBC_01246	2903570	S	19	0	19	0.00004
Kitasatospora sp. NBC_01266	2903572	S	16	0	16	0.00004
Kitasatospora sp. NBC_00374	2975964	S	16	0	16	0.00004
Kitasatospora sp. CM 4170	3075627	S	16	12	28	0.00006
Kitasatospora sp. HUAS MG31	3156397	S	16	0	16	0.00004
Kitasatospora sp. YST-16	2998080	S	11	17	28	0.00006
Kitasatospora purpeofusca	67352	S	40	0	40	0.00009
Kitasatospora setae	2066	S	18	11	29	0.00007
Kitasatospora fiedleri	2991545	S	18	13	31	0.00007
Kitasatospora cathayae	3004092	S	17	12	29	0.00007
Kitasatospora herbaricolor	68217	S	16	0	16	0.00004
Kitasatospora aureofaciens	1894	S	11	7	18	0.00004
Actinacidiphila glaucinigra	235986	S	25	0	25	0.00006
Actinacidiphila bryophytorum	1436133	S	24	10	34	0.00008
Streptacidiphilus sp. P02-A3a	2704468	S	28	10	38	0.00009
Streptacidiphilus sp. PB12-B1b	2705012	S	16	7	23	0.00005
Embleya sp. NBC_00888	2975960	S	10	0	10	0.00002
Streptantibioticus cattleyicolor	29303	S	17	7	24	0.00005
Yinghuangia sp. ASG 101	2896848	S	16	3	19	0.00004
Peterkaempfera bronchialis	2126346	S	12	5	17	0.00004
Mycolicibacterium mageritense	53462	S	1193	272	1465	0.00330
Mycolicibacterium insubricum	444597	S	801	246	1047	0.00236
Mycolicibacterium phocaicum	319706	S	456	257	713	0.00160
Mycolicibacterium sp. TUM20985	3023370	S	59	28	87	0.00020
Mycolicibacterium sp. YH-1	2908837	S	53	21	74	0.00017
Mycolicibacterium sp. ND9-15	3042320	S	52	0	52	0.00012
Mycolicibacterium sp. MU0050	3064284	S	50	87	137	0.00031
Mycolicibacterium sp. MU0053	3064286	S	38	56	94	0.00021
Mycolicibacterium sp. HK-90	3056937	S	37	21	58	0.00013
Mycolicibacterium anyangense	1431246	S	254	60	314	0.00071
Mycolicibacterium neoaurum	1795	S	135	29	164	0.00037
Mycolicibacterium aubagnense	319707	S	126	33	159	0.00036
Mycolicibacterium mucogenicum	56689	S	121	66	187	0.00042
Mycolicibacterium helvum	1534349	S	120	24	144	0.00032
Mycolicibacterium litorale	758802	S	102	38	140	0.00031
Mycolicibacterium sarraceniae	1534348	S	97	22	119	0.00027
Mycolicibacterium poriferae	39694	S	96	27	123	0.00028
Mycolicibacterium fortuitum	1766	S	79	25	104	0.00023
Mycolicibacterium aichiense	1799	S	70	27	97	0.00022
Mycolicibacterium goodii	134601	S	66	21	87	0.00020
Mycolicibacterium smegmatis	1772	S	62	27	89	0.00020
Mycolicibacterium rutilum	370526	S	58	20	78	0.00018
Mycolicibacterium crocinum	388459	S	57	44	101	0.00023
Mycolicibacterium parafortuitum	39692	S	56	17	73	0.00016
Mycolicibacterium tokaiense	39695	S	55	12	67	0.00015
Mycolicibacterium chitae	1792	S	52	19	71	0.00016
Mycolicibacterium rufum	318424	S	52	21	73	0.00016
Mycolicibacterium grossiae	1552759	S	52	20	72	0.00016
Mycolicibacterium mengxianglii	2736649	S	52	9	61	0.00014
Mycolicibacterium confluentis	28047	S	50	11	61	0.00014
Mycolicibacterium fluoranthenivorans	258505	S	50	9	59	0.00013
Mycolicibacterium sediminis	1286180	S	50	14	64	0.00014
Mycolicibacterium chubuense	1800	S	50	18	68	0.00015
Mycolicibacterium austroafricanum	39687	S	50	181	231	0.00052
Mycolicibacterium arabiense	1286181	S	48	11	59	0.00013
Mycolicibacterium aurum	1791	S	47	10	57	0.00013
Mycolicibacterium thermoresistibile	1797	S	47	13	60	0.00013
Mycolicibacterium hassiacum	46351	S	47	16	63	0.00014
Mycolicibacterium fallax	1793	S	47	20	67	0.00015
Mycolicibacterium psychrotolerans	216929	S	47	15	62	0.00014
Mycolicibacterium moriokaense	39691	S	46	9	55	0.00012
Mycolicibacterium duvalii	39688	S	46	12	58	0.00013
Mycolicibacterium diernhoferi	1801	S	45	12	57	0.00013
Mycolicibacterium madagascariense	212765	S	45	11	56	0.00013
Mycolicibacterium monacense	85693	S	44	17	61	0.00014
Mycolicibacterium alvei	67081	S	43	13	56	0.00013
Mycolicibacterium brumae	85968	S	43	15	58	0.00013
Mycolicibacterium gilvum	1804	S	41	16	57	0.00013
Mycolicibacterium celeriflavum	1249101	S	40	10	50	0.00011
Mycolicibacterium baixiangningiae	2761578	S	37	10	47	0.00011
Mycolicibacterium pallens	370524	S	37	31	68	0.00015
Mycolicibacterium boenickei	146017	S	37	14	51	0.00011
Mycolicibacterium holsaticum	152142	S	35	8	43	0.00010
Mycolicibacterium doricum	126673	S	35	11	46	0.00010
Mycolicibacterium phlei	1771	S	35	14	49	0.00011
Mycolicibacterium rhodesiae	36814	S	29	6	35	0.00008
Mycolicibacterium pulveris	36813	S	29	7	36	0.00008
Mycolicibacterium frederiksbergense	117567	S	27	14	41	0.00009
Mycolicibacterium vanbaalenii	110539	S	27	192	219	0.00049
Mycolicibacterium gadium	1794	S	26	9	35	0.00008
Mycolicibacterium vaccae	1810	S	25	11	36	0.00008
Mycolicibacterium farcinogenes	1802	S	19	31	50	0.00011
Mycolicibacterium nivoides	2487344	S	19	13	32	0.00007
Mycolicibacterium septicum	98668	S	12	9	21	0.00005
Mycobacterium sp. DL592	2675524	S	165	50	215	0.00048
Mycobacterium sp. NBC_00419	2975989	S	163	0	163	0.00037
Mycobacterium sp. EPa45	1545728	S	79	30	109	0.00025
Mycobacterium sp. ELW1	1547487	S	74	40	114	0.00026
Mycobacterium sp. SMC-8	2857060	S	67	46	113	0.00025
Mycobacterium sp. SMC-4	2857059	S	46	27	73	0.00016
Mycobacterium sp. DL	3145017	S	46	0	46	0.00010
Mycobacterium sp. MS1601	1936029	S	46	9	55	0.00012
Mycobacterium sp. JS623	212767	S	43	6	49	0.00011
Mycobacterium sp. IDR2000157661	2867005	S	43	13	56	0.00013
Mycobacterium sp. 20KCMC460	2903536	S	41	12	53	0.00012
Mycobacterium sp. ITM-2016-00318	2099693	S	36	7	43	0.00010
Mycobacterium sp. Z3061	3073562	S	33	8	41	0.00009
Mycobacterium sp. SMC-2	2857058	S	30	9	39	0.00009
Mycobacterium sp. ITM-2016-00317	2099694	S	27	15	42	0.00009
Mycobacterium sp. DL440	2675523	S	21	6	27	0.00006
Mycobacterium sp. ITM-2016-00316	2099695	S	21	11	32	0.00007
Mycobacterium sp. Aquia_216	2991729	S	20	7	27	0.00006
Mycobacterium sp. Aquia_213	2991728	S	15	7	22	0.00005
Mycobacterium parmense	185642	S	32	11	43	0.00010
Mycobacterium saskatchewanense	220927	S	31	8	39	0.00009
Mycobacterium kubicae	120959	S	29	7	36	0.00008
Mycobacterium europaeum	761804	S	27	0	27	0.00006
Mycobacterium lentiflavum	141349	S	24	7	31	0.00007
Mycobacterium florentinum	292462	S	21	8	29	0.00007
Mycobacterium stomatepiae	470076	S	20	7	27	0.00006
Mycobacterium simiae	1784	S	19	3	22	0.00005
Mycobacterium shigaense	722731	S	17	4	21	0.00005
Mycobacterium heidelbergense	53376	S	10	4	14	0.00003
Mycobacterium avium	1764	S	73	99	172	0.00039
Mycobacterium intracellulare	1767	S	30	143	173	0.00039
Mycobacterium mantenii	560555	S	22	5	27	0.00006
Mycobacterium colombiense	339268	S	21	7	28	0.00006
Mycobacterium marseillense	701042	S	18	8	26	0.00006
Mycobacterium senriense	2775496	S	16	5	21	0.00005
Mycobacterium adipatum	1682113	S	78	26	104	0.00023
Mycobacterium dioxanotrophicus	482462	S	52	12	64	0.00014
Mycobacterium canetti	78331	S	15	23	38	0.00009
Mycobacterium tuberculosis	1773	S	12	338	350	0.00079
Mycobacterium conspicuum	44010	S	43	10	53	0.00012
Mycobacterium branderi	43348	S	38	7	45	0.00010
Mycobacterium cookii	1775	S	37	6	43	0.00010
Mycobacterium paragordonae	1389713	S	33	8	41	0.00009
Candidatus Mycobacterium wuenschmannii	3027808	S	32	7	39	0.00009
Mycobacterium paraterrae	577492	S	31	5	36	0.00008
Mycobacterium vicinigordonae	1719132	S	28	3	31	0.00007
Mycobacterium gallinarum	39689	S	26	9	35	0.00008
Mycobacterium gordonae	1778	S	25	4	29	0.00007
Mycobacterium basiliense	2094119	S	24	2	26	0.00006
Candidatus Mycobacterium methanotrophicum	2943498	S	23	3	26	0.00006
Mycobacterium riyadhense	486698	S	23	2	25	0.00006
Mycobacterium kansasii	1768	S	21	5	26	0.00006
Mycobacterium noviomagense	459858	S	21	3	24	0.00005
Mycobacterium paraseoulense	590652	S	21	10	31	0.00007
Mycobacterium lacus	169765	S	21	4	25	0.00006
Mycobacterium xenopi	1789	S	21	5	26	0.00006
Mycobacterium decipiens	1430326	S	18	0	18	0.00004
Mycobacterium malmoense	1780	S	17	5	22	0.00005
Mycobacterium ostraviense	2738409	S	17	5	22	0.00005
Mycobacterium shinjukuense	398694	S	16	3	19	0.00004
Mycobacterium spongiae	886343	S	16	1	17	0.00004
Mycobacterium heckeshornense	110505	S	14	2	16	0.00004
Mycobacterium seoulense	386911	S	13	7	20	0.00004
Mycobacteroides abscessus	36809	S	63	82	145	0.00033
Mycobacteroides chelonae	1774	S	26	6	32	0.00007
Mycobacteroides immunogenum	83262	S	20	3	23	0.00005
Mycobacteroides saopaulense	1578165	S	16	2	18	0.00004
Mycolicibacter sp. MU0083	3064287	S	20	6	26	0.00006
Mycolicibacter sp. MU0102	3064288	S	13	8	21	0.00005
Mycolicibacter terrae	1788	S	17	6	23	0.00005
Mycolicibacter heraklionensis	512402	S	17	8	25	0.00006
Mycolicibacter minnesotensis	1118379	S	13	3	16	0.00004
Mycolicibacter virginiensis	1795032	S	12	13	25	0.00006
Mycolicibacter hiberniae	29314	S	10	3	13	0.00003
Mycolicibacillus koreensis	1069220	S	27	8	35	0.00008
Mycolicibacillus parakoreensis	1069221	S	15	5	20	0.00004
Gordonia amarae	36821	S	893	213	1106	0.00249
Gordonia sp. PP30	2935861	S	177	53	230	0.00052
Gordonia sp. X0973	2742602	S	58	17	75	0.00017
Gordonia sp. NB41Y	875808	S	37	8	45	0.00010
Gordonia sp. w5E2	3075837	S	36	0	36	0.00008
Gordonia sp. SL306	2995145	S	22	4	26	0.00006
Gordonia sp. KTR9	337191	S	15	5	20	0.00004
Gordonia sp. PDNC005	2811424	S	12	2	14	0.00003
Gordonia pseudamarae	2831662	S	363	74	437	0.00098
Gordonia bronchialis	2054	S	44	10	54	0.00012
Gordonia rubripertincta	36822	S	30	20	50	0.00011
Gordonia alkanivorans	84096	S	30	151	181	0.00041
Gordonia terrae	2055	S	29	10	39	0.00009
Gordonia phthalatica	1136941	S	29	9	38	0.00009
Gordonia iterans	1004901	S	27	7	34	0.00008
Gordonia insulae	2420509	S	26	5	31	0.00007
Gordonia mangrovi	2665643	S	26	5	31	0.00007
Gordonia jinghuaiqii	2758710	S	26	6	32	0.00007
Gordonia malaquae	410332	S	22	0	22	0.00005
Gordonia polyisoprenivorans	84595	S	21	13	34	0.00008
Gordonia zhaorongruii	2597659	S	14	2	16	0.00004
Gordonia hongkongensis	1701090	S	11	52	63	0.00014
Gordonia otitidis	249058	S	10	1	11	0.00002
Skermania piniformis	39122	S	30	5	35	0.00008
Nocardia sp. NBC_00508	2975992	S	21	0	21	0.00005
Nocardia sp. NBC_01503	2975997	S	19	0	19	0.00004
Nocardia sp. CS682	1047172	S	18	10	28	0.00006
Nocardia sp. NBC_00416	2975991	S	17	0	17	0.00004
Nocardia sp. NBC_01329	2903594	S	14	0	14	0.00003
Nocardia sp. NBC_01730	2975998	S	14	0	14	0.00003
Nocardia sp. NBC_00565	2975993	S	13	0	13	0.00003
Nocardia sp. NBC_00403	2975990	S	12	0	12	0.00003
Nocardia sp. NBC_01327	2903593	S	11	0	11	0.00002
Nocardia asteroides	1824	S	77	36	113	0.00025
Nocardia cyriacigeorgica	135487	S	42	17	59	0.00013
Nocardia brasiliensis	37326	S	35	12	47	0.00011
Nocardia terpenica	455432	S	34	9	43	0.00010
Nocardia nova	37330	S	33	7	40	0.00009
Nocardia arthritidis	228602	S	27	5	32	0.00007
Nocardia yamanashiensis	209247	S	27	8	35	0.00008
Nocardia wallacei	480035	S	26	9	35	0.00008
Nocardia farcinica	37329	S	24	16	40	0.00009
Nocardia tengchongensis	2055889	S	23	9	32	0.00007
Nocardia yunnanensis	2382165	S	23	9	32	0.00007
Nocardia iowensis	204891	S	22	7	29	0.00007
Nocardia huaxiensis	2755382	S	22	6	28	0.00006
Nocardia seriolae	37332	S	21	8	29	0.00007
Nocardia gipuzkoensis	2749991	S	20	9	29	0.00007
Nocardia vinacea	96468	S	18	0	18	0.00004
Nocardia sputorum	2984338	S	18	8	26	0.00006
Nocardia puris	208602	S	16	0	16	0.00004
Nocardia salmonicida	53431	S	16	0	16	0.00004
Nocardia otitidiscaviarum	1823	S	16	5	21	0.00005
Nocardia mangyaensis	2213200	S	14	5	19	0.00004
Nocardia vulneris	1141657	S	12	0	12	0.00003
Rhodococcus sp. ABRD24	2507582	S	19	12	31	0.00007
Rhodococcus sp. MTM3W5.2	1805827	S	18	8	26	0.00006
Rhodococcus sp. X156	2499145	S	17	7	24	0.00005
Rhodococcus sp. Z13	2962047	S	17	9	26	0.00006
Rhodococcus sp. P1Y	1302308	S	16	3	19	0.00004
Rhodococcus sp. USK10	2789739	S	13	15	28	0.00006
Rhodococcus sp. W8901	2742603	S	12	11	23	0.00005
Rhodococcus sp. WMMA185	679318	S	11	2	13	0.00003
Rhodococcus sp. B7740	1564114	S	10	2	12	0.00003
Rhodococcus opacus	37919	S	46	57	103	0.00023
Rhodococcus pyridinivorans	103816	S	21	92	113	0.00025
Rhodococcus qingshengii	334542	S	14	77	91	0.00020
Rhodococcus koreensis	99653	S	12	7	19	0.00004
Rhodococcus triatomae	300028	S	12	3	15	0.00003
Rhodococcus antarcticus	2987751	S	11	3	14	0.00003
Rhodococcus rhodochrous	1829	S	10	15	25	0.00006
Prescottella equi	43767	S	30	18	48	0.00011
Rhodococcoides fascians	1828	S	20	4	24	0.00005
Corynebacterium vitaeruminis	38305	S	27	32	59	0.00013
Corynebacterium sp. SCR221107	3017361	S	10	14	24	0.00005
Corynebacterium nuruki	1032851	S	15	12	27	0.00006
Corynebacterium tuberculostearicum	38304	S	10	25	35	0.00008
Corynebacterium variabile	1727	S	10	12	22	0.00005
Corynebacterium uberis	2883169	S	10	4	14	0.00003
Dietzia lutea	546160	S	14	19	33	0.00007
Dietzia psychralcaliphila	139021	S	10	6	16	0.00004
Tsukamurella paurometabola	2061	S	28	10	38	0.00009
Tsukamurella tyrosinosolvens	57704	S	19	10	29	0.00007
Tsukamurella sp. PLM1	2929795	S	11	4	15	0.00003
Tomitella gaofuii	2760083	S	12	4	16	0.00004
Microbacterium sp. No. 7	1714373	S	78	38	116	0.00026
Microbacterium sp. Y-01	2048898	S	46	39	85	0.00019
Microbacterium sp. H1-D42	2925844	S	45	16	61	0.00014
Microbacterium sp. PM5	2014534	S	44	17	61	0.00014
Microbacterium sp. YJN-G	2763257	S	41	24	65	0.00015
Microbacterium sp. LWH7-1.2	3135257	S	40	0	40	0.00009
Microbacterium sp. 4R-513	2567934	S	37	13	50	0.00011
Microbacterium sp. zg-B96	3049069	S	37	16	53	0.00012
Microbacterium sp. AZCO	3142976	S	33	0	33	0.00007
Microbacterium sp. MM2322	3157631	S	32	0	32	0.00007
Microbacterium sp. BH-3-3-3	1906742	S	31	14	45	0.00010
Microbacterium sp. 10M-3C3	2483401	S	30	16	46	0.00010
Microbacterium sp. zg-B185	3049070	S	29	8	37	0.00008
Microbacterium sp. LWO14-1.2	3135263	S	26	0	26	0.00006
Microbacterium sp. LWO13-1.2	3135262	S	26	0	26	0.00006
Microbacterium sp. ProA8	3153754	S	26	0	26	0.00006
Microbacterium sp. M28	2962064	S	25	10	35	0.00008
Microbacterium sp. KUDC0406	2909588	S	25	11	36	0.00008
Microbacterium sp. LWS13-1.2	3135264	S	25	0	25	0.00006
Microbacterium sp. NIBRBAC000506063	2734618	S	24	15	39	0.00009
Microbacterium sp. cx-55	2875948	S	23	7	30	0.00007
Microbacterium sp. XT11	367477	S	23	10	33	0.00007
Microbacterium sp. ET2	3050384	S	23	10	33	0.00007
Microbacterium sp. JZ31	1906274	S	23	10	33	0.00007
Microbacterium sp. JZ37	2654193	S	22	0	22	0.00005
Microbacterium sp. nov. GSS16	3019890	S	22	14	36	0.00008
Microbacterium sp. LWH13-1.2	3135260	S	20	0	20	0.00004
Microbacterium sp. zg-Y1090	3049073	S	19	11	30	0.00007
Microbacterium sp. 1S1	2606451	S	19	27	46	0.00010
Microbacterium sp. LWH10-1.2	3135255	S	19	0	19	0.00004
Microbacterium sp. zg-Y625	3049071	S	17	14	31	0.00007
Microbacterium sp. Clip185	3025663	S	17	9	26	0.00006
Microbacterium sp. LKL04	912630	S	17	7	24	0.00005
Microbacterium sp. AB	2981139	S	17	6	23	0.00005
Microbacterium sp. PAMC22086	2861281	S	16	76	92	0.00021
Microbacterium sp. che218	3140649	S	16	0	16	0.00004
Microbacterium sp. SL75	2995140	S	15	10	25	0.00006
Microbacterium sp. zg-Y818	3049072	S	15	12	27	0.00006
Microbacterium sp. CBA3102	2603598	S	14	85	99	0.00022
Microbacterium sp. LWH11-1.2	3135258	S	13	0	13	0.00003
Microbacterium sp. ABRD28	2268461	S	11	6	17	0.00004
Microbacterium sp. CGR1	1696072	S	11	88	99	0.00022
Microbacterium aurum	36805	S	120	63	183	0.00041
Microbacterium esteraromaticum	57043	S	52	19	71	0.00016
Microbacterium testaceum	2033	S	41	18	59	0.00013
Microbacterium hominis	162426	S	40	132	172	0.00039
Microbacterium chocolatum	84292	S	38	17	55	0.00012
Microbacterium schleiferi	69362	S	28	9	37	0.00008
Microbacterium oleivorans	273677	S	28	10	38	0.00009
Microbacterium luteum	2782167	S	27	12	39	0.00009
Microbacterium resistens	156977	S	26	9	35	0.00008
Microbacterium suwonense	683047	S	26	11	37	0.00008
Microbacterium foliorum	104336	S	25	32	57	0.00013
Microbacterium oxydans	82380	S	25	32	57	0.00013
Microbacterium atlanticum	2782168	S	25	10	35	0.00008
Microbacterium limosum	3079935	S	25	0	25	0.00006
Microbacterium rhizosphaerae	1678237	S	23	7	30	0.00007
Microbacterium azadirachtae	582680	S	22	9	31	0.00007
Microbacterium pygmaeum	370764	S	21	6	27	0.00006
Microbacterium galbinum	2851646	S	20	9	29	0.00007
Microbacterium caowuchunii	2614638	S	20	6	26	0.00006
Microbacterium lushaniae	2614639	S	20	9	29	0.00007
Microbacterium horticulturae	3028316	S	20	6	26	0.00006
Microbacterium invictum	515415	S	19	7	26	0.00006
